Year,Plot,Subplot,Sub,Plot.Subplot,Longitude,Latitude,Majority,DBH,H100_field,mean_height,ABA,BA,TD,Lidar H100,Lidar Mean,Lidar_area,HRSI H100,HRSI mean,HRSI_area,Overstory ABG,Overstory BGB,Understory AGB,Understory BGB,Standing Dead AGB,Standing Dead BGB,Coarse Woody Debris,Ground Vegetation,Litter,Total AGB,Total BGB,Total Biomass (AGB+BGB),*Notes,,,,
2013,9014,1,146,9014.1,36.205854,-18.881318,5,5.88,5.2,4.36,0,3.21,1168.83,5.46,3.96,155,2.89,2.74,155.33,9.46,3.89,10.98,5.14,0,0,0.04,0.01,0.04,20.54,9.03,29.56,,,,,
2013,9014,2,147,9014.2,36.205854,-18.881018,5,8.6,4,4.86,0.01,2.74,454.55,6.19,3.24,152,3.78,2.76,154.69,9.79,3.64,1.1,0.57,1.52,1.02,1.16,0,0.02,13.59,5.23,18.83,,,,,
2013,9014,3,148,9014.3,36.206154,-18.881318,5,7.05,4.6,3.33,0,1.06,259.74,4.4,2.97,150,2.29,1.98,152.13,3.49,1.35,0.36,0.21,0,0,0.26,0,0.08,4.19,1.56,5.75,,,,,
2013,9014,4,149,9014.4,36.205854,-18.881618,5,10.84,4.65,6.34,0.01,10.73,1103.9,11.22,6.57,155,7.36,5.96,152.13,43.25,15.08,0,0,0,0,1.48,0,0.06,44.79,15.08,59.87,,,,,
2013,9014,5,150,9014.5,36.205554,-18.881318,5,8.72,4.6,5.71,0.01,7.69,1168.83,7.4,4.13,152,4.53,3.43,151.48,29.16,10.48,0,0,0,0,0.03,0,0.05,29.25,10.48,39.73,,,,,
2013,9017,1,151,9017.1,36.186352,-18.869369,1,7.48,9.45,6.23,0,23.84,5129.87,7.77,4.35,156,4.75,3.96,152.13,94.57,35.4,7.46,3.24,2.8,0.8,2.01,0,0.13,106.97,39.45,146.42,,,,,
2013,9017,2,152,9017.2,36.186352,-18.869069,1,7.47,7.3,6.57,0,17.57,3831.17,9.94,6.44,156,7.69,6.52,153.41,71.17,26.72,3.01,1.45,0.39,0.09,3.61,0,0.04,78.22,28.25,106.48,,,,,
2013,9017,3,153,9017.3,36.186652,-18.869369,1,8.97,6.6,6.46,0.01,22.81,2532.48,8.87,7.44,154,7.33,6.48,155.98,124.73,38.25,2.38,1.2,15.95,5.04,8.33,0,0.17,151.56,44.49,196.05,,,,,
2013,9017,4,154,9017.4,36.186352,-18.869669,1,7,5.7,4.59,0,9.58,2337.66,6.88,4.76,153,4.55,4.04,155.98,36.51,13.87,0.31,0.17,2.34,0.53,2.48,0,0.17,41.82,14.57,56.38,,,,,
2013,9017,5,155,9017.5,36.186052,-18.869369,1,7.8,6.65,4.59,0.01,21.16,3896.1,6.2,4.97,152,4.45,3.98,153.41,85.3,30.65,1.57,0.74,0.81,0.21,2.8,0,0.04,90.53,31.61,122.14,,,,,
2013,9018,1,156,9018.1,36.182005,-18.865541,5,12.79,15.55,11.3,0.01,27.35,1883.12,13.96,11.98,150,13.22,12.79,154.69,121.49,39.68,0,0,1.07,0.32,1.83,0,0.06,124.46,40,164.46,,,,,
2013,9018,2,157,9018.2,36.182005,-18.865241,5,13.84,13.95,12.46,0.02,34.61,2142.86,15.65,12.97,155,15.43,14.57,152.77,158.33,51.68,0,0,10.83,1.61,3.28,0,0.02,172.47,53.29,225.76,,,,,
2013,9018,3,158,9018.3,36.182305,-18.865541,3,12.5,10.65,9.89,0.01,34.84,2467.54,12.89,11.22,155,12.8,12.27,154.69,149.49,49,0,0,6.92,1.6,3.2,0,0.05,159.66,50.59,210.25,,,,,
2013,9018,4,159,9018.4,36.182005,-18.865841,3,12.9,14.2,9.97,0.02,35.75,2012.99,14.08,10.89,154,12.94,12.47,152.77,182.92,54.15,0,0,3.34,0.86,2.71,0,0.06,189.03,55,244.04,,,,,
2013,9018,5,160,9018.5,36.181705,-18.865541,5,14.55,8.4,11.07,0.02,31.95,1688.32,14.02,11.84,155,13.81,13.02,152.13,154.14,48.75,0,0,20.77,3.56,20.83,0,0.24,195.97,52.32,248.29,,,,,
2013,9019,1,161,9019.1,36.185503,-18.881049,1,7.44,7.3,5.71,0,15.55,3311.7,7.94,6.38,151,5.39,4.54,152.77,55.35,20.89,4.65,2.32,2.05,0.51,3.94,0,0.08,66.06,23.72,89.78,,,,,
2013,9019,2,162,9019.2,36.185418,-18.880766,1,6.22,6.15,4.42,0,4.98,1558.45,7.73,5.13,155,5.02,4.06,152.77,17.81,6.97,1.85,0.97,1.14,0.28,1.89,0,0.01,22.72,8.22,30.94,,,,,
2013,9019,3,163,9019.3,36.185733,-18.881006,5,10.26,6.25,5,0.01,22.9,2012.99,10.56,7.51,155,6.64,4.06,155.98,113.57,35.67,0,0,3.04,0.74,1.5,0,0.04,118.15,36.41,154.55,,,,,
2013,9019,4,164,9019.4,36.185507,-18.881299,6,7.11,4.85,5.23,0,8.08,1883.13,7.45,5.67,154,5.47,4.57,154.69,30.97,11.68,15.84,4.6,1.15,0.26,1.53,0,0.11,49.61,19.54,69.15,,,,,
2013,9019,5,165,9019.5,36.18522,-18.881905,3,9.39,6.2,7.82,0.01,19.04,2532.48,11.17,9.54,155,8.8,7.9,152.13,67.47,24.32,0.74,0.38,0.34,0.3,11.01,0,0.04,80.77,24.99,105.76,,,,,
2013,9020,1,166,9020.1,36.221288,-18.864463,5,9.84,10.45,8.25,0.01,15.63,1818.19,11.06,9.23,156,8.14,7.06,154.05,63.95,22.14,0,0,2.97,0.1,2.87,0.03,0.34,70.16,23.1,93.26,,,,,
2013,9020,2,167,9020.2,36.221284,-18.864215,2,9.24,9.05,6.64,0.01,2.43,324.68,10.04,4.7,154,7.12,5.99,155.33,9.88,3.48,0.3,0.17,0,0,2.52,0,0,12.7,3.65,16.35,,,,,
2013,9020,3,168,9020.3,36.221487,-18.864492,5,7.64,8.45,7.12,0,10.58,2207.79,10.38,7.82,153,7.34,6.48,153.41,36.24,13.78,3.86,1.67,7.39,1.94,2.2,0,0,49.69,17.39,67.08,,,,,
2013,9020,4,169,9020.4,36.221243,-18.864724,5,9.55,9.5,8.14,0.01,22.96,2857.15,12.63,8.62,154,10.41,8.73,152.77,88.83,31.17,1.57,0.85,3.2,0.74,6.28,0,0,99.87,32.76,132.63,,,,,
2013,9020,5,170,9020.5,36.220993,-18.864466,5,6.77,8.85,5.27,0,3.6,974.04,6.29,4.15,153,7.33,5.55,156.62,11.36,4.49,4.49,2.18,12.29,3,1.81,0,0,29.95,9.67,39.62,,,,,
2013,9021,1,171,9021.1,36.141405,-18.868706,6,12.22,13,10.63,0.01,27.8,1948.06,9999,9999,9999,13.08,12.75,154.69,164.39,51.53,0,0,13.54,3.08,1.5,0,0.16,180.14,54.61,234.76,,,,,
2013,9021,2,172,9021.2,36.141405,-18.868406,6,13.6,10,10.36,0.02,42.31,2272.74,9999,9999,9999,12.87,12.37,154.05,270.52,81.15,5.09,2.29,1.74,0.4,2.16,0,0.15,279.66,83.84,363.49,,,,,
2013,9021,3,173,9021.3,36.141705,-18.868706,6,14.09,12,10.79,0.02,39.36,2272.73,9999,9999,9999,13.33,12.27,152.77,232.87,73.03,0,0,16.83,2.89,5.67,0,0.24,255.61,75.93,331.54,,,,,
2013,9021,4,174,9021.4,36.141405,-18.869006,6,13.19,11.75,10.81,0.01,48.12,3246.76,9999,9999,9999,12.9,12.57,153.41,267.61,86.04,0,0,2,0.4,8.13,0,0.41,278.15,86.44,364.59,,,,,
2013,9021,5,175,9021.5,36.141105,-18.868706,6,13.01,12.25,9.75,0.02,34.05,2012.99,9999,9999,9999,12.68,12.02,152.13,214.3,65.06,0,0,6.33,1.37,18.45,0,0.74,239.81,66.42,306.23,,,,,
2013,9022,1,176,9022.1,36.132076,-18.84346,5,9.86,9.8,6.69,0.01,8.73,1038.96,9999,9999,9999,8.2,7.01,153.41,34.78,12.19,0,0,9.43,2.47,3.31,0,0.08,47.6,14.66,62.27,,,,,
2013,9022,2,177,9022.2,36.132027,-18.843199,10,10.81,5.5,5.61,0.01,10.5,974.03,9999,9999,9999,5.45,4.87,154.05,48.62,16.04,0,0,1.74,0.4,11.91,0.02,0.04,62.32,16.44,78.76,,,,,
2013,9022,3,178,9022.3,36.13238,-18.843516,5,13.69,7.3,7.46,0.02,32.59,1493.51,9999,9999,9999,13.72,6.68,151.48,189.55,54.38,0,0,49.18,11.84,8.45,0,0.12,247.29,66.22,313.51,,,,,
2013,9022,4,179,9022.4,36.132137,-18.843699,1,10.69,5.75,7.2,0.01,11.14,974.04,9999,9999,9999,8.81,7.83,152.77,52.9,17.11,0,0,49.28,10.89,8.59,0,0.04,110.81,28,138.81,,,,,
2013,9022,5,180,9022.5,36.131863,-18.8434384,5,8.26,5.9,5.75,0.01,6.71,1168.83,9999,9999,9999,6.77,5.16,153.41,24.2,8.94,0,0,1.28,0.33,1.2,0,0.14,26.82,9.28,36.1,,,,,
2013,9023,1,181,9023.1,36.152977,-18.88562,6,10.78,13,9.95,0.01,36.69,3441.56,9999,9999,9999,10.71,10.3,151.48,199.72,65.07,8.03,3.45,10.35,2.32,1.87,0,0.07,219.96,70.85,290.8,,,,,
2013,9023,2,182,9023.2,36.153033,-18.885389,6,10.62,11.2,10.3,0.01,39.23,3571.43,9999,9999,9999,11.15,10.61,154.05,213.43,68.89,3.21,1.5,5.47,1.33,2.7,0,0.05,224.86,71.73,296.59,,,,,
2013,9023,3,183,9023.3,36.15351,-18.885393,6,10.55,9.25,8.58,0.01,40.6,3701.31,9999,9999,9999,10.5,9.52,153.41,223.93,71.49,3.1,1.37,5.9,2.87,2.31,0,0.05,235.29,75.73,311.02,,,,,
2013,9023,4,184,9023.4,36.152977,-18.88592,6,12.17,10.25,10.13,0.01,29.67,2207.79,9999,9999,9999,12.33,11.32,152.13,168.6,53.93,3.1,1.37,2.75,0.53,8.93,0,0.02,183.4,55.83,239.23,,,,,
2013,9023,5,185,9023.5,36.152677,-18.88562,6,13.69,8.7,11.03,0.02,37.37,2142.86,9999,9999,9999,12.47,12.08,156.62,228.98,70.59,0,0,15.5,3.08,1.7,0,0.04,246.23,73.67,319.9,,,,,
2013,9024,1,186,9024.1,36.211684,-18.823362,7,13.29,16.95,12.1,0.02,31.5,1883.12,11.87,8.75,153,10.05,8.92,152.77,186.56,57.53,0,0,0.24,0.11,0.18,0,0.68,187.66,57.64,245.31,,,,,
2013,9024,2,187,9024.2,36.211684,-18.823062,7,10.05,10.45,8.88,0.01,20.18,2077.92,14.38,10.36,154,20.49,11.55,152.13,107.2,34.95,9.32,4.19,0,0,1.53,0,0.95,119.01,39.14,158.15,,,,,
2013,9024,3,188,9024.3,36.211984,-18.823362,7,8.09,12.45,6.58,0.01,12.85,2012.99,12.92,10.62,153,9999,9999,9999,65.26,21.66,13.54,6.1,0,0,2.86,0,0,81.66,27.77,109.43,,,,,
2013,9024,4,189,9024.4,36.211684,-18.823662,3,14.29,14.8,10.49,0.02,26.23,1298.7,15.6,11.86,152,13.01,11.77,46.22,117.48,36.38,0,0,1.86,0.42,4.29,0,0.04,124.05,36.81,160.86,,,,,
2013,9024,5,190,9024.5,36.211384,-18.823362,9999,9999,9999,9999,9999,9999,9999,11.27,8.28,154,9.59,9.16,155.98,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,,,,,
2013,9025,1,191,9025.1,36.278995,-18.851282,4,17.93,26.65,13.82,0.04,45.99,1233.77,26.24,18.88,154,25.7,24.15,152.77,277.86,77.04,0,0,0,0,1.12,0,0.35,279.33,77.04,356.37,,,,,
2013,9025,2,192,9025.2,36.278995,-18.850982,4,13.23,17.8,9.85,0.02,30.32,1233.77,27.17,19.02,152,23.85,23.16,153.41,184.96,50.85,0,0,0,0,3.67,0,2.35,190.97,50.85,241.83,,,,,
2013,9025,3,193,9025.3,36.279295,-18.851282,4,16.13,14.35,15.51,0.03,55.01,2077.92,26.47,21.63,154,25.78,25.06,154.05,269.77,87.23,0,0,0,0,2.36,0,0.79,299.92,87.23,387.15,,,,,
2013,9025,4,194,9025.4,36.278995,-18.851582,4,20.98,18.05,16.25,0.05,62.97,1233.77,25.81,19.57,154,25.42,24.77,153.41,405.99,109.04,1.17,0.57,0,0,0.95,0.09,0.99,409.19,109.61,518.8,,,,,
2013,9025,5,195,9025.5,36.278695,-18.851282,4,11.26,14.25,9.06,0.02,21.05,1363.64,24.25,18.34,154,23.04,22.18,153.41,115.56,34.1,0,0,0,0,1.48,0.11,1.04,118.18,34.1,152.28,,,,,
2013,9027,1,196,9027.1,36.166532,-18.860388,1,17.6,18.75,16,0.03,33.78,1233.78,18.12,14.14,153,16.79,15.92,154.05,187.55,56.66,0.13,0.08,26.15,6.48,12.54,0,0.04,226.42,63.22,289.63,,,,,
2013,9027,2,197,9027.2,36.166532,-18.860088,2,20.72,16.05,13.98,0.04,31.73,844.16,18.12,14.77,151,15.42,14.55,152.13,187.27,54.67,0,0,0.44,0.1,3.34,2.11,0.04,193.21,54.77,247.98,,,,,
2013,9027,3,198,9027.3,36.166832,-18.860388,3,12.44,13.25,11.4,0.01,69.74,4675.33,18.48,15.83,153,15.47,14.93,153.41,330.99,104.93,0,0,4.75,1.09,5.61,0,0.02,341.36,106.02,447.38,,,,,
2013,9027,4,199,9027.4,36.166532,-18.860688,2,19.63,16.1,14.52,0.03,46.15,1363.64,17.67,14.47,153,14.85,14.35,154.05,273.88,80.67,0,0,0,0,7.39,0,0.61,281.88,80.67,362.55,,,,,
2013,9027,5,200,9027.5,36.166232,-18.860388,1,18.2,14.45,12.87,0.03,31.63,1168.83,17.41,12.73,155,13.54,12.9,152.13,183.63,56.14,0,0,3.02,1.1,10.06,1.11,0.08,197.9,57.24,255.14,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
